SOMAMER_ID	UniProt	TargetFullName	Target	HGNC	ensembl_id	chrom	gene	tss
CRYZL1.9207.60.3	O95825	Quinone oxidoreductase-like protein 1	QORL1	CRYZL1	ENSG00000205758	21	ENSG00000205758	35014027.0
CSAG1.5716.49.3	Q6PB30	Putative chondrosarcoma-associated gene 1 protein	CSAG1	CSAG1	ENSG00000198930	X	ENSG00000198930	151903260.5
CSDC2.12754.14.3	Q9Y534	Cold shock domain-containing protein C2	CSDC2	CSDC2	ENSG00000172346	22	ENSG00000172346	41962394.0
CSDE1.12735.39.3	O75534	Cold shock domain-containing protein E1	CSDE1	CSDE1	ENSG00000009307	1	ENSG00000009307	115300603.0
CSF1.3738.54.4	P09603	Macrophage colony-stimulating factor 1	CSF-1	CSF1	ENSG00000184371	1	ENSG00000184371	110453373.5
CSF2.4697.59.2	P04141	Granulocyte-macrophage colony-stimulating factor	GM-CSF	CSF2	ENSG00000164400	5	ENSG00000164400	131409483.0
CSF2RA.10438.19.3	P15509	Granulocyte-macrophage colony-stimulating factor receptor subunit alpha	CSF2R	CSF2RA	ENSG00000198223	X	ENSG00000198223	1387728.0
CSF2RB.10512.13.3	P32927	Cytokine receptor common subunit beta	IL3RB	CSF2RB	ENSG00000100368	22	ENSG00000100368	37318176.0
CSF2RB.11137.43.3	P32927	Cytokine receptor common subunit beta	IL3RB	CSF2RB	ENSG00000100368	22	ENSG00000100368	37318176.0
CSF3.8952.65.3	P09919	Granulocyte colony-stimulating factor	G-CSF	CSF3	ENSG00000108342	17	ENSG00000108342	38171699.0
CSF3R.2719.3.4	Q99062	Granulocyte colony-stimulating factor receptor	G-CSF-R	CSF3R	ENSG00000119535	1	ENSG00000119535	36945097.0
CSGALNACT2.10772.21.3	Q8N6G5	Chondroitin sulfate N-acetylgalactosaminyltransferase 2	CGAT2	CSGALNACT2	ENSG00000169826	10	ENSG00000169826	43633934.0
CSH1.CSH2.13103.125.3	P0DML2,P0DML3	Chorionic somatomammotropin hormone	CSH	CSH1.CSH2	ENSG00000136488	17	ENSG00000136488	61974013.0
CSH1.CSH2.13103.125.3	P0DML2,P0DML3	Chorionic somatomammotropin hormone	CSH	CSH1.CSH2	ENSG00000213218	17	ENSG00000213218	61951108.0
CSK.3363.31.4	P41240	Tyrosine-protein kinase CSK	CSK	CSK	ENSG00000103653	15	ENSG00000103653	75090255.0
CSMD1.9598.23.3	Q96PZ7	CUB and sushi domain-containing protein 1	CSMD1	CSMD1	ENSG00000183117	8	ENSG00000183117	3372881.0
CSMD2.9971.5.3	Q7Z408	CUB and sushi domain-containing protein 2	CSMD2	CSMD2	ENSG00000121904	1	ENSG00000121904	34175104.0
CSN1S1.4695.49.2	P47710	alpha-S1-casein	CASA	CSN1S1	ENSG00000126545	4	ENSG00000126545	70798268.5
CSNK1D.11289.31.3	P48730	Casein kinase I isoform delta	KC1D	CSNK1D	ENSG00000141551	17	ENSG00000141551	80231023.5
CSNK1G2.12653.13.3	P78368	Casein kinase I isoform gamma-2	CSNK1G2	CSNK1G2	ENSG00000133275	19	ENSG00000133275	1974138.5
CSNK2A1.3427.63.2	P68400	Casein kinase II subunit alpha	CSK21	CSNK2A1	ENSG00000101266	20	ENSG00000101266	524373.0
CSNK2A1.5224.20.3	P68400	Casein kinase II subunit alpha	CSK21	CSNK2A1	ENSG00000101266	20	ENSG00000101266	524373.0
CSNK2A1.CSNK2B.5225.50.3	P67870,P68400	Casein kinase II 2-alpha:2-beta heterotetramer	CK2-A1:B	CSNK2A1.CSNK2B	ENSG00000101266	20	ENSG00000101266	524373.0
CSNK2A1.CSNK2B.5225.50.3	P67870,P68400	Casein kinase II 2-alpha:2-beta heterotetramer	CK2-A1:B	CSNK2A1.CSNK2B	ENSG00000204435	6	ENSG00000204435	31633867.5
CSNK2A2.CSNK2B.5226.36.3	P19784,P67870	Casein kinase II 2-alpha':2-beta heterotetramer	CK2-A2:B	CSNK2A2.CSNK2B	ENSG00000204435	6	ENSG00000204435	31633867.5
CSNK2A2.CSNK2B.5226.36.3	P19784,P67870	Casein kinase II 2-alpha':2-beta heterotetramer	CK2-A2:B	CSNK2A2.CSNK2B	ENSG00000070770	16	ENSG00000070770	58228733.5
CSPG4.8951.162.3	Q6UVK1	Chondroitin sulfate proteoglycan 4	CSPG4	CSPG4	ENSG00000173546	15	ENSG00000173546	76005189.0
CSRP2.12968.2.3	Q16527	Cysteine and glycine-rich protein 2	CSRP2	CSRP2	ENSG00000175183	12	ENSG00000175183	77272771.0
CSRP3.9171.11.3	P50461	Cysteine and glycine-rich protein 3	CSRP3	CSRP3	ENSG00000129170	11	ENSG00000129170	19227854.5
CST5.13661.193.3	P28325	Cystatin-D	CYTD	CST5	ENSG00000170367	20	ENSG00000170367	23860387.0
CST6.14711.27.3	Q15828	Cystatin-M	Cystatin M	CST6	ENSG00000175315	11	ENSG00000175315	65779312.0
CST6.3303.23.2	Q15828	Cystatin-M	Cystatin M	CST6	ENSG00000175315	11	ENSG00000175315	65779312.0
CST7.3302.58.1	O76096	Cystatin-F	CYTF	CST7	ENSG00000077984	20	ENSG00000077984	24929866.0
CST8.10572.65.3	O60676	Cystatin-8	CST8	CST8	ENSG00000125815	20	ENSG00000125815	23471752.0
CT55.9363.11.3	Q8WUE5	Cancer/testis antigen 55	CX048	CT55	ENSG00000169551	X	ENSG00000169551	134305322.0
CTBS.6115.40.3	Q01459	Di-N-acetylchitobiase	DIAC	CTBS	ENSG00000117151	1	ENSG00000117151	85040130.0
CTCF.14624.51.3	P49711	Transcriptional repressor CTCF	CTCF	CTCF	ENSG00000102974	16	ENSG00000102974	67596310.0
CTF1.13732.79.3	Q16619	Cardiotrophin-1	Cardiotrophin-1	CTF1	ENSG00000150281	16	ENSG00000150281	30907943.5
CTF1.2889.37.2	Q16619	Cardiotrophin-1	Cardiotrophin-1	CTF1	ENSG00000150281	16	ENSG00000150281	30907943.5
CTGF.2975.19.2	P29279	Connective tissue growth factor	CTGF	CTGF	ENSG00000118523	6	ENSG00000118523	132272513.0
CTNNA2.9872.23.3	P26232	Catenin alpha-2	CTNA2	CTNNA2	ENSG00000066032	2	ENSG00000066032	79870172.5
CTRB1.5671.1.3	P17538	Chymotrypsinogen B	Chymotrypsin	CTRB1	ENSG00000168925	16	ENSG00000168925	75254703.0
CTRC.5626.20.3	Q99895	Chymotrypsin-C	CTRC	CTRC	ENSG00000162438	1	ENSG00000162438	15764943.5
CTRL.9229.9.3	P40313	Chymotrypsin-like protease CTRL-1	CTRL	CTRL	ENSG00000141086	16	ENSG00000141086	67965765.0
CTSA.3179.51.2	P10619	Lysosomal protective protein	Cathepsin A	CTSA	ENSG00000064601	20	ENSG00000064601	44520015.0
CTSB.3061.61.2	P07858	Cathepsin B	Cathepsin B	CTSB	ENSG00000164733	8	ENSG00000164733	11725579.0
CTSC.3178.5.2	P53634	Dipeptidyl peptidase 1	CATC	CTSC	ENSG00000109861	11	ENSG00000109861	88070904.0
CTSE.3594.6.5	P14091	Cathepsin E	CATE	CTSE	ENSG00000196188	1	ENSG00000196188	206317539.5
CTSF.8393.121.3	Q9UBX1	Cathepsin F	CATF	CTSF	ENSG00000174080	11	ENSG00000174080	66334990.0
CTSF.9212.22.3	Q9UBX1	Cathepsin F	CATF	CTSF	ENSG00000174080	11	ENSG00000174080	66334990.0
CTSG.2431.17.3	P08311	Cathepsin G	Cathepsin G	CTSG	ENSG00000100448	14	ENSG00000100448	25045461.0
CTSH.3737.6.3	P09668	Cathepsin H	Cathepsin H	CTSH	ENSG00000103811	15	ENSG00000103811	79237363.0
CTSH.8465.52.3	P09668	Cathepsin H	Cathepsin H	CTSH	ENSG00000103811	15	ENSG00000103811	79237363.0
CTSO.9264.11.3	P43234	Cathepsin O	CATO	CTSO	ENSG00000256043	4	ENSG00000256043	156875069.0
CTSS.3181.50.2	P25774	Cathepsin S	Cathepsin S	CTSS	ENSG00000163131	1	ENSG00000163131	150730744.0
CTSV.3364.76.2	O60911	Cathepsin L2	Cathepsin V	CTSV	ENSG00000136943	9	ENSG00000136943	99801592.0
CTSZ.4971.1.1	Q9UBR2	Cathepsin Z	CATZ	CTSZ	ENSG00000101160	20	ENSG00000101160	57582222.5
CTXN3.10467.58.3	Q4LDR2	Cortexin-3	CTXN3	CTXN3	ENSG00000205279	5	ENSG00000205279	126988707.0
CUBN.12904.180.3	O60494	cubilin	cubilin	CUBN	ENSG00000107611	10	ENSG00000107611	17170819.5
CUL3.10045.47.3	Q13618	Cullin-3	CUL3	CUL3	ENSG00000036257	2	ENSG00000036257	225397811.0
CUL4B.13743.56.3	Q13620	Cullin-4B	CUL4B	CUL4B	ENSG00000158290	X	ENSG00000158290	119695157.0
CUL9.12991.49.3	Q8IWT3	Cullin-9	CUL9	CUL9	ENSG00000112659	6	ENSG00000112659	43173821.0
CUZD1.7943.16.3	Q86UP6	CUB and zona pellucida-like domain-containing protein 1	CUZD1	CUZD1	ENSG00000138161	10	ENSG00000138161	124605691.0
CX3CL1.2827.23.2	P78423	Fractalkine	Fractalkine/CX3CL-1	CX3CL1	ENSG00000006210	16	ENSG00000006210	57406413.0
CXADR.11204.80.3	P78310	Coxsackievirus and adenovirus receptor	CXAR	CXADR	ENSG00000154639	21	ENSG00000154639	18885448.0
CXCL1.2985.35.1	P09341	Growth-regulated alpha protein	Gro-a	CXCL1	ENSG00000163739	4	ENSG00000163739	74735115.5
CXCL10.4141.79.1	P02778	C-X-C motif chemokine 10	IP-10	CXCL10	ENSG00000169245	4	ENSG00000169245	76944650.0
CXCL11.3038.9.2	O14625	C-X-C motif chemokine 11	I-TAC	CXCL11	ENSG00000169248	4	ENSG00000169248	76959959.0
CXCL12.2330.2.1	P48061	Stromal cell-derived factor 1	SDF-1	CXCL12	ENSG00000107562	10	ENSG00000107562	44880529.0
CXCL12.3516.60.2	P48061	Stromal cell-derived factor 1	SDF-1	CXCL12	ENSG00000107562	10	ENSG00000107562	44880529.0
CXCL13.3487.32.2	O43927	C-X-C motif chemokine 13	BLC	CXCL13	ENSG00000156234	4	ENSG00000156234	78479946.5
CXCL14.5730.60.3	O95715	C-X-C motif chemokine 14	BRAK	CXCL14	ENSG00000145824	5	ENSG00000145824	134914861.5
CXCL16.2436.49.4	Q9H2A7	C-X-C motif chemokine 16	CXCL16, soluble	CXCL16	ENSG00000161921	17	ENSG00000161921	4642440.0
CXCL3.CXCL2.2986.49.2	P19875,P19876	Gro-beta/gamma	Gro-b/g	CXCL3.CXCL2	ENSG00000081041	4	ENSG00000081041	74964913.0
CXCL3.CXCL2.2986.49.2	P19875,P19876	Gro-beta/gamma	Gro-b/g	CXCL3.CXCL2	ENSG00000163734	4	ENSG00000163734	74904406.0
CXCL3.CXCL2.3148.49.1	P19875,P19876	Gro-beta/gamma	Gro-b/g	CXCL3.CXCL2	ENSG00000081041	4	ENSG00000081041	74964913.0
CXCL3.CXCL2.3148.49.1	P19875,P19876	Gro-beta/gamma	Gro-b/g	CXCL3.CXCL2	ENSG00000163734	4	ENSG00000163734	74904406.0
CXCL5.2979.8.2	P42830	C-X-C motif chemokine 5	ENA-78	CXCL5	ENSG00000163735	4	ENSG00000163735	74864496.0
CXCL8.3447.64.2	P10145	Interleukin-8	IL-8	CXCL8				
CXCL9.11593.21.3	Q07325	C-X-C motif chemokine 9	MIG	CXCL9	ENSG00000138755	4	ENSG00000138755	76928641.0
CXCL9.9188.119.3	Q07325	C-X-C motif chemokine 9	MIG	CXCL9	ENSG00000138755	4	ENSG00000138755	76928641.0
CYB5A.11287.14.3	P00167	Cytochrome b5	Cytochrome b5	CYB5A	ENSG00000166347	18	ENSG00000166347	71959170.0
CYB5R3.7215.18.3	P00387	NADH-cytochrome b5 reductase 3	NADH-cytochrome b5 reductase	CYB5R3	ENSG00000100243	22	ENSG00000100243	43042966.0
CYCS.2942.50.2	P99999	Cytochrome c	Cytochrome c	CYCS	ENSG00000172115	7	ENSG00000172115	25164879.0
CYGB.11546.7.3	Q8WWM9	Cytoglobin	CYGB	CYGB	ENSG00000161544	17	ENSG00000161544	74533734.0
CYP3A4.2943.5.2	P08684	Cytochrome P450 3A4	Cytochrome P450 3A4	CYP3A4	ENSG00000160868	7	ENSG00000160868	99381807.5
CYP3A4.7879.12.3	P08684	Cytochrome P450 3A4	Cytochrome P450 3A4	CYP3A4	ENSG00000160868	7	ENSG00000160868	99381807.5
CYR61.6264.9.3	O00622	Protein CYR61	CYR61	CYR61	ENSG00000142871	1	ENSG00000142871	86046663.5
CYTH2.12533.135.3	Q99418	Cytohesin-2	CYH2	CYTH2	ENSG00000105443	19	ENSG00000105443	48972608.0
CYTH4.12746.4.3	Q9UIA0	Cytohesin-4	CYH4	CYTH4	ENSG00000100055	22	ENSG00000100055	37678566.0
CYTIP.13612.7.3	O60759	Cytohesin-interacting protein	CYTIP	CYTIP	ENSG00000115165	2	ENSG00000115165	158300654.0
DAG1.8369.102.3	Q14118	Dystroglycan	DAG1	DAG1	ENSG00000173402	3	ENSG00000173402	49507710.0
DAPK2.4355.13.1	Q9UIK4	Death-associated protein kinase 2	DAPK2	DAPK2	ENSG00000035664	15	ENSG00000035664	64332466.0
DBNL.4978.54.2	Q9UJU6	Drebrin-like protein	DBNL	DBNL	ENSG00000136279	7	ENSG00000136279	44084306.0
DCAF5.11283.13.3	Q96JK2	DDB1- and CUL4-associated factor 5	DCAF5	DCAF5	ENSG00000139990	14	ENSG00000139990	69619716.0
DCBLD2.9338.2.3	Q96PD2	Discoidin, CUB and LCCL domain-containing protein 2	DCBD2	DCBLD2	ENSG00000057019	3	ENSG00000057019	98576221.0
DCK.9836.20.3	P27707	Deoxycytidine kinase	DCK	DCK	ENSG00000156136	4	ENSG00000156136	71859317.5
DCLK3.7826.1.3	Q9C098	Serine/threonine-protein kinase DCLK3	DCLK3	DCLK3	ENSG00000163673	3	ENSG00000163673	36776319.0
DCN.2666.53.2	P07585	Decorin	Bone proteoglycan II	DCN	ENSG00000011465	12	ENSG00000011465	91573334.5
DCP1A.14008.22.3	Q9NPI6	mRNA-decapping enzyme 1A	DCP1A	DCP1A	ENSG00000162290	3	ENSG00000162290	53381570.0
DCTN2.5879.51.3	Q13561	Dynactin subunit 2	Dynactin subunit 2	DCTN2	ENSG00000175203	12	ENSG00000175203	57936758.0
DCTPP1.4314.12.2	Q9H773	dCTP pyrophosphatase 1	XTP3A	DCTPP1	ENSG00000179958	16	ENSG00000179958	30441313.0
DCUN1D3.13553.4.3	Q8IWE4	DCN1-like protein 3	DCNL3	DCUN1D3	ENSG00000188215	16	ENSG00000188215	20896004.0
DCUN1D5.8760.10.3	Q9BTE7	DCN1-like protein 5	DCNL5	DCUN1D5	ENSG00000137692	11	ENSG00000137692	102962883.0
DDC.3538.26.1	P20711	Aromatic-L-amino-acid decarboxylase	dopa decarboxylase	DDC	ENSG00000132437	7	ENSG00000132437	50628745.0
DDR2.3606.2.5	Q16832	Discoidin domain-containing receptor 2	Discoidin domain receptor 2	DDR2	ENSG00000162733	1	ENSG00000162733	162602257.5
DDX25.13984.23.3	Q9UHL0	ATP-dependent RNA helicase DDX25	DDX25	DDX25	ENSG00000109832	11	ENSG00000109832	125775264.0
DDX39B.9742.59.3	Q13838	Spliceosome RNA helicase DDX39B	BAT1	DDX39B	ENSG00000198563	6	ENSG00000198563	31509766.0
DDX58.12382.2.3	O95786	Probable ATP-dependent RNA helicase DDX58	DDX58	DDX58	ENSG00000107201	9	ENSG00000107201	32526206.0
DEAF1.6369.82.3	O75398	Deformed epidermal autoregulatory factor 1 homolog	DEAF1	DEAF1	ENSG00000177030	11	ENSG00000177030	692350.0
DEFB1.6629.3.3	P60022	Beta-defensin 1	HBD-1	DEFB1	ENSG00000164825	8	ENSG00000164825	6735544.0
DEFB103A.5679.16.3	P81534	Beta-defensin 103	HBD-3	DEFB103A	ENSG00000176797	8	ENSG00000176797	7738726.0
DEFB104A.5763.67.3	Q8WTQ1	Beta-defensin 104	HBD-4	DEFB104A	ENSG00000176782	8	ENSG00000176782	7693993.0
DEFB105A.10962.46.3	Q8NG35	Beta-defensin 105	D105A	DEFB105A	ENSG00000186562	8	ENSG00000186562	7681411.0
DEFB106A.5664.57.3	Q8N104	Beta-defensin 106	D106A	DEFB106A	ENSG00000186579	8	ENSG00000186579	7682694.0
DEFB107A.6399.52.3	Q8IZN7	Beta-defensin 107	D107A	DEFB107A	ENSG00000186572	8	ENSG00000186572	7673238.0
DEFB108B.5611.56.3	Q8NET1	Beta-defensin 108B	D108B	DEFB108B	ENSG00000184276	11	ENSG00000184276	71545002.0
DEFB110.8340.9.3	Q30KQ9	Beta-defensin 110	DB110	DEFB110	ENSG00000203970	6	ENSG00000203970	49989671.0
DEFB112.5689.1.3	Q30KQ8	Beta-defensin 112	DB112	DEFB112	ENSG00000180872	6	ENSG00000180872	50016364.0
DEFB113.13374.4.3	Q30KQ7	Beta-defensin 113	DB113	DEFB113	ENSG00000214642	6	ENSG00000214642	49937338.0
DEFB115.8391.12.3	Q30KQ5	Beta-defensin 115	DB115	DEFB115	ENSG00000215547	20	ENSG00000215547	29845467.0
DEFB116.11144.10.3	Q30KQ4	Beta-defensin 116	DB116	DEFB116	ENSG00000215545	20	ENSG00000215545	29896388.0
DEFB118.9306.7.3	Q96PH6	Beta-defensin 118	DB118	DEFB118	ENSG00000131068	20	ENSG00000131068	29956421.0
DEFB119.10689.5.3	Q8N690	Beta-defensin 119	DB119	DEFB119	ENSG00000180483	20	ENSG00000180483	29978382.5
DEFB119.13455.10.3	Q8N690	Beta-defensin 119	DB119	DEFB119	ENSG00000180483	20	ENSG00000180483	29978382.5
DEFB119.8315.5.3	Q8N690	Beta-defensin 119	DB119	DEFB119	ENSG00000180483	20	ENSG00000180483	29978382.5
DEFB119.8370.102.3	Q8N690	Beta-defensin 119	DB119	DEFB119	ENSG00000180483	20	ENSG00000180483	29978382.5
DEFB121.5765.53.3	Q5J5C9	Beta-defensin 121	DB121	DEFB121	ENSG00000204548	20	ENSG00000204548	29997355.0
DEFB123.9362.11.3	Q8N688	Beta-defensin 123	DB123	DEFB123	ENSG00000180424	20	ENSG00000180424	30028322.0
DEFB125.9486.13.3	Q8N687	Beta-defensin 125	DB125	DEFB125	ENSG00000178591	20	ENSG00000178591	68121.0
DEFB128.6360.7.3	Q7Z7B8	Beta-defensin 128	DB128	DEFB128	ENSG00000185982	20	ENSG00000185982	170322.0
DEFB134.10610.8.3	Q4QY38	Beta-defensin 134	DB134	DEFB134	ENSG00000205882	8	ENSG00000205882	11853821.0
DEFB135.6411.58.3	Q30KP9	Beta-defensin 135	DB135	DEFB135	ENSG00000205883	8	ENSG00000205883	11839830.0
DEFB136.9332.6.3	Q30KP8	Beta-defensin 136	DB136	DEFB136	ENSG00000205884	8	ENSG00000205884	11832108.0
DEPP.7178.59.3	Q9NTK1	Protein DEPP	DEPP	DEPP	ENSG00000165507	10	ENSG00000165507	45474238.0
DERL1.13393.46.3	Q9BUN8	Derlin-1	DERL1	DERL1	ENSG00000136986	8	ENSG00000136986	124048660.5
DES.12030.82.3	P17661	Desmin	Desmin	DES	ENSG00000175084	2	ENSG00000175084	220284805.5
DGCR14.11356.19.3	Q96DF8	Protein DGCR14	DGC14	DGCR14	ENSG00000100056	22	ENSG00000100056	19132184.5
DGCR2.8055.33.3	P98153	Integral membrane protein DGCR2/IDD	IDD	DGCR2	ENSG00000070413	22	ENSG00000070413	19109920.0
DGCR6.9444.70.3	Q14129	Protein DGCR6	DGCR6	DGCR6	ENSG00000183628	22	ENSG00000183628	18893865.0
DGKB.12895.28.3	Q9Y6T7	Diacylglycerol kinase beta	DGKB	DGKB	ENSG00000136267	7	ENSG00000136267	14942467.0
DHFR.9823.2.3	P00374	Dihydrofolate reductase	DYR	DHFR	ENSG00000228716	5	ENSG00000228716	79950371.0
DHH.4389.2.1	O43323	Desert hedgehog protein N-product	DHH	DHH	ENSG00000139549	12	ENSG00000139549	49488602.0
DHX38.13645.14.3	Q92620	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16	PRP16	DHX38	ENSG00000140829	16	ENSG00000140829	72134981.0
DHX58.14012.17.3	Q96C10	Probable ATP-dependent RNA helicase DHX58	LGP2	DHX58	ENSG00000108771	17	ENSG00000108771	40264492.5
DHX8.11601.26.3	Q14562	ATP-dependent RNA helicase DHX8	DHX8	DHX8	ENSG00000067596	17	ENSG00000067596	41561508.0
DHX9.10527.22.3	Q08211	ATP-dependent RNA helicase A	DHX9	DHX9	ENSG00000135829	1	ENSG00000135829	182836614.5
DIABLO.3122.6.2	Q9NR28	Diablo homolog, mitochondrial	SMAC	DIABLO	ENSG00000184047	12	ENSG00000184047	122710599.0
DIMT1.12694.28.3	Q9UNQ2	Probable dimethyladenosine transferase	DIM1	DIMT1	ENSG00000086189	5	ENSG00000086189	61699725.0
DIRAS3.12406.119.3	O95661	GTP-binding protein Di-Ras3	ARHI	DIRAS3	ENSG00000162595	1	ENSG00000162595	68516887.0
DKK1.3535.84.1	O94907	Dickkopf-related protein 1	DKK1	DKK1	ENSG00000107984	10	ENSG00000107984	54074628.5
DKK3.3607.71.6	Q9UBP4	Dickkopf-related protein 3	DKK3	DKK3	ENSG00000050165	11	ENSG00000050165	12030629.0
DKK4.3365.7.2	Q9UBT3	Dickkopf-related protein 4	Dkk-4	DKK4	ENSG00000104371	8	ENSG00000104371	42234750.0
DKKL1.3644.5.4	Q9UK85	Dickkopf-like protein 1	Soggy-1	DKKL1	ENSG00000104901	19	ENSG00000104901	49866919.0
DLD.10025.1.3	P09622	Dihydrolipoyl dehydrogenase, mitochondrial	DLDH	DLD	ENSG00000091140	7	ENSG00000091140	107531625.0
DLG3.7897.75.3	Q92796	Disks large homolog 3	DLG3	DLG3	ENSG00000082458	X	ENSG00000082458	69674949.5
DLK1.6496.60.3	P80370	Protein delta homolog 1	DLK1	DLK1	ENSG00000185559	14	ENSG00000185559	101193230.0
DLK1.8380.244.4	P80370	Protein delta homolog 1	DLK1	DLK1	ENSG00000185559	14	ENSG00000185559	101193230.0
DLK2.9359.9.3	Q6UY11	Protein delta homolog 2	EGFL9	DLK2	ENSG00000171462	6	ENSG00000171462	43423328.0
DLL1.5349.69.3	O00548	Delta-like protein 1	DLL1	DLL1	ENSG00000198719	6	ENSG00000198719	170599561.0
DLL1.8264.43.3	O00548	Delta-like protein 1	DLL1	DLL1	ENSG00000198719	6	ENSG00000198719	170599561.0
DLL4.3305.6.1	Q9NR61	Delta-like protein 4	DLL4	DLL4	ENSG00000128917	15	ENSG00000128917	41221591.0
DMKN.8535.102.3	Q6E0U4	Dermokine	Dermokine	DMKN	ENSG00000161249	19	ENSG00000161249	36001337.0
DMPK.9010.3.3	Q09013	Myotonin-protein kinase	DMPK	DMPK	ENSG00000104936	19	ENSG00000104936	46282877.0
DNAJA4.9744.139.3	Q8WW22	DnaJ homolog subfamily A member 4	DNJA4	DNAJA4	ENSG00000140403	15	ENSG00000140403	78556910.0
DNAJB1.3852.19.2	P25685	DnaJ homolog subfamily B member 1	HSP 40	DNAJB1	ENSG00000132002	19	ENSG00000132002	14640065.0
DNAJB11.7110.2.3	Q9UBS4	DnaJ homolog subfamily B member 11	DJB11	DNAJB11	ENSG00000090520	3	ENSG00000090520	186292990.0
DNAJB12.8006.12.3	Q9NXW2	DnaJ homolog subfamily B member 12	DJB12	DNAJB12	ENSG00000148719	10	ENSG00000148719	74114522.5
DNAJB14.8037.53.3	Q8TBM8	DnaJ homolog subfamily B member 14	DJB14	DNAJB14	ENSG00000164031	4	ENSG00000164031	100867717.0
DNAJB14.8053.16.3	Q8TBM8	DnaJ homolog subfamily B member 14	DJB14	DNAJB14	ENSG00000164031	4	ENSG00000164031	100867717.0
DNAJB2.11438.6.3	P25686	DnaJ homolog subfamily B member 2	DNJB2	DNAJB2	ENSG00000135924	2	ENSG00000135924	220144238.5
DNAJB9.11214.40.3	Q9UBS3	DnaJ homolog subfamily B member 9	DNJB9	DNAJB9	ENSG00000128590	7	ENSG00000128590	108210311.0
DNAJC10.8297.8.3	Q8IXB1	DnaJ homolog subfamily C member 10	DJC10	DNAJC10	ENSG00000077232	2	ENSG00000077232	183582804.0
DNAJC15.7197.2.3	Q9Y5T4	DnaJ homolog subfamily C member 15	DJC15	DNAJC15	ENSG00000120675	13	ENSG00000120675	43597339.0
DNAJC17.14655.1.3	Q9NVM6	DnaJ homolog subfamily C member 17	DJC17	DNAJC17	ENSG00000104129	15	ENSG00000104129	41099655.0
DNAJC18.8033.1.3	Q9H819	DnaJ homolog subfamily C member 18	DJC18	DNAJC18	ENSG00000170464	5	ENSG00000170464	138775169.0
DNAJC19.4545.53.3	Q96DA6	Mitochondrial import inner membrane translocase subunit TIM14	DnaJ homolog	DNAJC19	ENSG00000205981	3	ENSG00000205981	180707529.0
DNAJC27.12799.65.3	Q9NZQ0	DnaJ homolog subfamily C member 27	DJC27	DNAJC27	ENSG00000115137	2	ENSG00000115137	25194485.0
DNAJC30.7866.11.3	Q96LL9	DnaJ homolog subfamily C member 30	DJC30	DNAJC30	ENSG00000176410	7	ENSG00000176410	73097783.0
DNAJC4.8016.19.3	Q9NNZ3	DnaJ homolog subfamily C member 4	DNJC4	DNAJC4	ENSG00000110011	11	ENSG00000110011	63999273.0
DNASE2B.6533.20.3	Q8WZ79	Deoxyribonuclease-2-beta	DNS2B	DNASE2B	ENSG00000137976	1	ENSG00000137976	84869064.0
DNER.11442.1.3	Q8NFT8	Delta and Notch-like epidermal growth factor-related receptor	DNER	DNER	ENSG00000187957	2	ENSG00000187957	230515583.5
DNER.9769.48.3	Q8NFT8	Delta and Notch-like epidermal growth factor-related receptor	DNER	DNER	ENSG00000187957	2	ENSG00000187957	230515583.5
DOCK9.14002.18.3	Q9BZ29	Dedicator of cytokinesis protein 9	DOCK9	DOCK9	ENSG00000088387	13	ENSG00000088387	99514266.0
DOK2.14246.50.3	O60496	Docking protein 2	DOK2	DOK2	ENSG00000147443	8	ENSG00000147443	21771187.0
DPEP1.8794.13.3	P16444	Dipeptidase 1	DPEP1	DPEP1	ENSG00000015413	16	ENSG00000015413	89683281.0
DPEP2.8327.26.3	Q9H4A9	Dipeptidase 2	DPEP2	DPEP2	ENSG00000167261	16	ENSG00000167261	68033944.0
DPP10.7890.68.3	Q8N608	Inactive dipeptidyl peptidase 10	DPP10	DPP10	ENSG00000175497	2	ENSG00000175497	115919179.0
DPP7.3608.12.5	Q9UHL4	Dipeptidyl peptidase 2	DPP2	DPP7	ENSG00000176978	9	ENSG00000176978	140009143.0
DPP7.8346.9.3	Q9UHL4	Dipeptidyl peptidase 2	DPP2	DPP7	ENSG00000176978	9	ENSG00000176978	140009143.0
DPT.4979.34.2	Q07507	Dermatopontin	DERM	DPT	ENSG00000143196	1	ENSG00000143196	168698502.0
DPY30.13943.38.3	Q9C005	Protein dpy-30 homolog	DPY30	DPY30	ENSG00000162961	2	ENSG00000162961	32264862.0
DPYSL3.12707.26.3	Q14195	Dihydropyrimidinase-related protein 3	DPYL3	DPYSL3	ENSG00000113657	5	ENSG00000113657	146833251.0
DPYSL5.12683.156.3	Q9BPU6	Dihydropyrimidinase-related protein 5	DPYL5	DPYSL5	ENSG00000157851	2	ENSG00000157851	27071224.5
DRGX.8034.6.3	A6NNA5	Dorsal root ganglia homeobox protein	DRGX	DRGX	ENSG00000165606	10	ENSG00000165606	50601702.0
DSC2.13126.52.3	Q02487	Desmocollin-2	DSC2	DSC2	ENSG00000134755	18	ENSG00000134755	28682172.5
DSC3.4981.6.1	Q14574	Desmocollin-3	DSC3	DSC3	ENSG00000134762	18	ENSG00000134762	28622707.0
DSCAM.9175.48.3	O60469	Down syndrome cell adhesion molecule	DSCAM	DSCAM	ENSG00000171587	21	ENSG00000171587	41972323.0
